Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,RA9extras,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired,Name-additional
572,Cristofer Ogando,28,TBR,4.1,3,0,2,4.15,4.81,0.16,-0.32,0.00,92.6,4.01,0,0.0,.16,0.0,0.0,0,.498,.500,,Rule 5 Draft,ogandcr01
573,Shohei Ohtani,27,LAA,166.0,28,28,45,2.44,4.31,0.08,0.20,0.00,102.7,4.54,39,4.7,,-0.1,6.2,53,.669,.529,$5500000,Free Agency,ohtansh01
574,Steven Okert*,30,MIA,51.1,60,0,19,3.33,4.49,0.09,-0.30,0.00,99.9,4.09,4,0.5,1.42,0.0,0.9,9,.508,.503,,Free Agency,okertst01
575,Adam Oller,27,OAK,74.1,19,14,55,6.66,4.44,-0.18,0.14,0.00,96.6,4.60,-17,-1.7,.36,0.0,-1.0,-10,.412,.490,,Traded,ollerad01
576,Kaleb Ort,30,BOS,28.1,25,0,23,7.31,4.66,0.05,-0.31,0.59,109.5,5.35,-6,-0.6,.92,0.0,-0.4,-4,.475,.496,,Rule 5 Draft,ortka01
577,Oliver Ortega,25,LAA,34.0,27,0,18,4.76,4.47,0.10,-0.30,0.00,104.0,4.23,-2,-0.2,.93,-0.1,0.1,1,.493,.499,,Amateur Free Agent,ortegol01
578,Luis Ortiz,26,SFG,8.2,6,0,1,1.04,4.81,-0.33,-0.32,0.00,93.3,4.49,3,0.4,.19,-0.2,0.3,4,.561,.502,,Free Agency,ortizlu02
579,Luis Ortiz,23,PIT,16.0,4,4,9,5.06,4.30,0.00,0.18,0.00,105.8,4.74,-1,-0.1,,0.0,0.1,1,.485,.500,,Free Agency,ortizlu03
580,Adam Ottavino,36,NYM,65.2,66,0,15,2.06,4.39,-0.01,-0.29,0.17,94.7,4.05,14,1.6,1.30,0.1,2.3,21,.524,.510,$4000000,Free Agency,ottavad01
581,Glenn Otto,26,TEX,135.2,27,27,74,4.91,4.29,0.06,0.20,0.00,100.7,4.45,-6,-0.7,,-0.1,0.5,5,.475,.496,,Traded,ottogl01
582,Connor Overton,28,CIN,33.0,6,4,10,2.73,4.06,-0.20,0.07,0.00,110.5,4.78,8,0.9,.39,-0.1,1.1,11,.645,.505,,Free Agency,overtco01
583,Johan Oviedo,24,2TM,56.0,21,8,21,3.38,4.47,0.17,0.03,0.00,97.7,4.25,5,0.6,.74,-0.1,1.0,11,.528,.501,,Traded,oviedjo01
584,Chris Owings,30,BAL,1.0,1,0,1,9.00,4.49,0.40,-0.30,0.00,106.0,4.02,-1,-0.1,.00,0.0,0.0,0,.443,.500,$700000,Free Agency,owingch01
585,Chris Paddack,26,MIN,22.1,5,5,10,4.03,4.08,0.21,0.19,0.00,102.3,4.15,0,0.0,,0.0,0.2,2,.509,.500,,Traded,paddach01
586,Nicholas Padilla,25,CHC,1.2,1,0,1,5.40,5.15,0.02,-0.35,0.00,102.0,4.88,0,0.0,1.06,0.0,0.0,0,.490,.500,,Rule 5 Draft,padilni01
587,Emilio Pagán,31,MIN,63.0,59,0,36,5.14,4.30,0.17,-0.29,0.26,98.7,4.05,-7,-0.8,1.24,-0.2,-0.4,-2,.487,.495,,Traded,paganem01
588,Jermaine Palacios,25,MIN,0.2,2,0,0,0.00,4.28,0.22,-0.28,0.00,98.7,3.73,0,0.0,.00,0.0,0.0,0,.515,.500,,Free Agency,palacje01
589,Andre Pallante,23,STL,108.0,47,10,39,3.25,4.25,0.41,-0.04,0.16,94.6,3.74,6,0.6,1.32,-0.1,1.5,16,.513,.504,,Amateur Draft,pallaan01
590,Enoli Paredes,26,HOU,3.0,3,0,1,3.00,4.28,0.53,-0.29,0.00,94.0,3.26,0,0.0,.01,0.0,0.0,0,.504,.500,,Amateur Free Agent,pareden01
591,Luis Patiño,22,TBR,20.0,6,6,18,8.10,4.09,0.19,0.17,0.00,92.8,3.77,-10,-0.9,,0.0,-0.7,-8,.351,.494,,Traded,patinlu01
592,Spencer Patton,34,TEX,7.0,7,0,3,3.86,4.23,0.06,-0.28,0.00,98.3,3.82,0,0.0,.99,0.0,0.1,1,.500,.500,,Free Agency,pattosp01
593,Joel Payamps,28,2TM,55.2,41,0,24,3.88,4.50,-0.25,-0.30,0.30,102.3,4.85,6,0.7,.92,-0.2,1.1,11,.517,.503,,Purchased,payamjo01
594,Matt Peacock,28,2TM,10.0,9,0,6,5.40,4.35,-0.13,-0.29,0.00,99.5,4.16,-1,-0.1,.22,0.0,0.0,0,.485,.500,,Amateur Draft,peacoma01
595,Elvis Peguero,25,LAA,17.1,13,0,16,8.31,4.40,0.12,-0.29,0.00,104.8,4.17,-8,-0.8,.58,0.1,-0.5,-6,.438,.495,,Traded,pegueel01
596,Ryan Pepiot,24,LAD,36.1,9,7,15,3.72,4.21,0.46,0.13,0.00,103.2,4.01,1,0.1,.61,0.0,0.4,5,.514,.501,,Amateur Draft,pepiory01
597,Freddy Peralta,26,MIL,78.0,18,17,31,3.58,4.16,0.28,0.18,0.00,99.3,4.03,4,0.4,1.33,-0.1,1.1,11,.523,.503,$2484960,Traded,peralfr01
598,Wandy Peralta*,30,NYY,56.1,56,0,19,3.04,4.38,0.69,-0.29,0.39,99.3,3.77,5,0.5,1.44,0.0,1.1,10,.509,.503,$2150000,Traded,peralwa01
599,Wily Peralta,33,DET,38.1,28,1,12,2.82,4.43,0.16,-0.27,0.00,96.7,3.87,5,0.5,.54,-0.2,0.7,8,.518,.503,$100000,Free Agency,peralwi01
600,Luis Perdomo,29,MIL,23.2,14,0,10,3.80,4.48,0.37,-0.30,0.00,101.8,3.88,0,0.0,.91,-0.1,0.2,2,.501,.500,,Free Agency,perdolu02
601,Cionel Pérez*,26,BAL,57.2,66,0,11,1.72,4.36,0.21,-0.29,0.29,103.7,4.30,17,1.9,1.51,0.3,2.7,22,.528,.511,,Waivers,perezci01
602,Francisco Pérez*,24,WSN,8.2,10,0,7,7.27,4.86,-0.32,-0.33,0.00,93.6,4.55,-3,-0.3,.10,0.1,-0.1,-2,.473,.498,,Waivers,perezfr01
603,Martín Pérez*,31,TEX,196.1,32,32,70,3.21,4.33,0.06,0.20,0.00,100.1,4.47,28,3.3,,-0.1,5.0,45,.603,.520,$4000000,Free Agency,perezma02
604,Oliver Pérez*,40,ARI,4.0,7,0,9,20.25,4.78,0.52,-0.32,0.00,95.7,3.77,-7,-0.7,1.02,0.0,-0.7,-7,.399,.496,,Free Agency,perezol01
605,Dillon Peters*,29,PIT,39.1,22,4,20,4.58,4.40,0.00,-0.21,0.00,103.9,4.35,-1,-0.1,.94,-0.1,0.2,3,.495,.499,,Purchased,peterdi01
606,David Peterson*,26,NYM,105.2,28,19,50,4.26,4.29,-0.01,0.15,0.00,95.9,4.26,0,0.0,.90,-0.1,0.9,10,.500,.500,,Amateur Draft,peterda01
607,Jace Peterson,32,MIL,1.0,1,0,0,0.00,3.96,0.34,-0.26,0.00,130.0,4.37,0,0.1,.01,0.0,0.0,1,.553,.500,$1825000,Free Agency,peterja01
608,David Phelps,35,TOR,63.2,65,1,22,3.11,4.40,0.26,-0.28,0.17,100.1,4.03,7,0.7,.86,-0.2,1.2,12,.511,.505,,Free Agency,phelpda01
609,Brett Phillips,28,TBR,4.0,3,0,8,18.00,4.02,0.27,-0.27,0.00,95.8,3.34,-6,-0.6,.00,0.3,-0.3,-6,.308,.496,$1400000,Traded,phillbr02
610,Evan Phillips,27,LAD,63.0,64,0,11,1.57,4.41,0.41,-0.29,0.27,103.1,4.09,18,1.9,1.43,0.2,2.8,23,.530,.512,,Waivers,phillev01
611,Konnor Pilkington*,24,CLE,58.0,15,11,30,4.66,4.14,0.51,0.13,0.00,99.1,3.73,-6,-0.6,.22,0.0,-0.1,-1,.460,.496,,Traded,pilkiko01
612,Chad Pinder,30,OAK,1.0,1,0,3,27.00,4.46,-0.21,-0.30,0.00,92.0,4.01,-3,-0.2,.00,0.1,-0.1,-2,.283,.499,$2725000,Amateur Draft,pindech01
613,Michael Pineda,33,DET,46.2,11,11,31,5.98,4.15,0.20,0.19,0.00,96.4,3.99,-10,-1.0,,0.0,-0.6,-6,.408,.494,$5750000,Free Agency,pinedmi01
614,Nick Pivetta,29,BOS,179.2,33,33,91,4.56,4.43,0.05,0.20,0.00,108.5,4.98,9,1.0,,-0.1,2.6,24,.531,.506,$2650000,Traded,pivetni01
615,Michael Plassmeyer*,25,PHI,7.1,2,0,3,3.68,4.47,-0.33,0.11,0.00,98.3,4.82,1,0.1,1.11,0.0,0.2,2,.551,.501,,Traded,plassmi01
616,Kevin Plawecki,31,BOS,1.0,1,0,0,0.00,4.16,0.06,-0.28,0.00,106.0,4.04,0,0.1,.00,0.0,0.0,1,.551,.500,$2250000,Free Agency,plaweke01
617,Zach Plesac,27,CLE,131.2,25,24,74,5.06,4.16,0.55,0.19,0.00,98.7,3.75,-19,-1.9,.59,-0.1,-0.7,-7,.425,.488,,Amateur Draft,plesaza01
618,Colin Poche*,28,TBR,58.2,65,0,30,4.60,4.29,0.14,-0.29,0.28,94.5,3.92,-4,-0.4,1.51,-0.3,-0.1,1,.493,.497,,Traded,pocheco01
619,Zach Pop,25,2TM,39.0,35,0,13,3.00,4.34,0.21,-0.29,0.14,101.0,4.02,4,0.5,.85,-0.2,0.7,8,.514,.501,,Traded,popza01
620,Sean Poppen,28,ARI,28.2,29,0,15,4.71,4.37,0.31,-0.29,0.19,100.3,3.98,-2,-0.2,1.17,-0.1,-0.1,0,.492,.498,,Waivers,poppese01
621,Cody Poteet,27,MIA,28.0,12,2,12,3.86,4.49,0.11,-0.16,0.00,97.4,4.10,1,0.1,.49,-0.1,0.3,3,.506,.500,,Amateur Draft,poteeco01
622,Ryan Pressly,33,HOU,48.1,50,0,17,3.17,4.23,0.37,-0.28,0.23,98.1,3.74,3,0.4,1.80,0.0,0.9,7,.507,.502,$10000000,Traded,pressry01
623,David Price*,36,LAD,40.1,40,0,11,2.45,4.32,0.57,-0.29,0.00,103.2,3.58,5,0.5,.73,-0.2,0.7,9,.513,.503,$32000000,Traded,priceda01
624,Austin Pruitt,32,OAK,55.1,39,1,29,4.72,4.35,-0.17,-0.21,0.20,94.9,4.28,-2,-0.3,.67,-0.1,0.2,2,.493,.498,,Free Agency,pruitau01
625,Albert Pujols,42,STL,1.0,1,0,4,36.00,4.55,0.78,-0.31,0.00,88.0,3.04,-4,-0.3,.00,0.1,-0.1,-4,.224,.498,$2500000,Free Agency,pujolal01
626,A.J. Puk*,27,OAK,66.1,62,0,27,3.66,4.38,-0.14,-0.29,0.25,95.4,4.27,5,0.5,1.44,0.0,1.1,10,.508,.503,,Amateur Draft,pukaj01
627,Cal Quantrill,27,CLE,186.1,32,32,78,3.77,4.29,0.54,0.20,0.00,98.3,3.88,3,0.3,,-0.1,2.0,19,.511,.502,$2510000,Traded,quantca01
628,José Quijada*,26,LAA,40.2,42,0,19,4.20,4.42,0.08,-0.29,0.55,102.2,4.69,2,0.3,1.84,0.0,0.7,6,.506,.502,,Waivers,quijajo01
629,José Quintana*,33,2TM,165.2,32,32,61,3.31,4.27,0.14,0.19,0.00,101.5,4.39,20,2.2,,-0.1,3.6,35,.568,.507,$2000000,Free Agency,quintjo01
630,Cole Ragans*,24,TEX,40.0,9,9,24,5.40,4.13,0.07,0.19,0.00,101.3,4.31,-5,-0.5,,0.0,-0.1,-1,.446,.497,,Amateur Draft,raganco01
631,Tanner Rainey,29,WSN,30.0,29,0,16,4.80,4.33,-0.23,-0.29,0.74,97.7,4.90,0,0.0,1.75,-0.1,0.3,3,.501,.500,$860000,Traded,raineta01
632,Brooks Raley*,34,TBR,53.2,60,0,19,3.19,4.36,0.13,-0.29,0.10,94.6,3.83,4,0.4,1.49,0.0,0.9,9,.507,.503,$4250000,Free Agency,raleybr01
633,Erasmo Ramírez,32,WSN,86.1,60,2,31,3.23,4.51,-0.27,-0.27,0.00,96.0,4.33,10,1.1,.58,-0.4,1.5,18,.519,.507,$100000,Free Agency,ramirer02
634,Noé Ramirez,32,ARI,50.0,55,0,32,5.76,4.41,0.28,-0.29,0.11,99.7,3.94,-10,-1.1,1.21,-0.2,-0.8,-6,.481,.493,$1250000,Free Agency,ramirno01
635,Yohan Ramirez,27,3TM,37.1,30,0,19,4.58,4.47,0.09,-0.30,0.30,98.4,4.31,-1,-0.1,1.06,-0.1,0.2,2,.496,.501,,Traded,ramiryo01
636,Drew Rasmussen,26,TBR,146.0,28,28,51,3.14,4.28,0.15,0.20,0.00,93.7,4.05,15,1.7,,-0.1,3.0,28,.562,.511,,Traded,rasmudr01
637,Robbie Ray*,30,SEA,189.0,32,32,80,3.81,4.24,0.25,0.20,0.00,94.5,3.96,4,0.4,,-0.1,2.1,20,.514,.503,$21000000,Free Agency,rayro02
638,Jake Reed,29,3TM,16.2,18,0,15,8.10,4.44,0.28,-0.30,0.00,103.2,3.98,-8,-0.8,.96,0.0,-0.6,-6,.458,.498,,Waivers,reedja02
639,Sean Reid-Foley,26,NYM,10.0,7,0,6,5.40,4.61,-0.01,-0.31,0.00,92.9,4.01,-2,-0.2,.48,0.0,-0.1,-1,.477,.499,,Free Agency,reidfse01
640,Denyi Reyes,25,BAL,7.2,3,1,2,2.35,4.14,0.27,-0.05,0.00,108.8,4.16,2,0.2,.10,-0.1,0.2,2,.559,.501,,Free Agency,reyesde02
641,Franmil Reyes,26,CHC,1.0,1,0,0,0.00,5.15,0.01,-0.34,0.00,102.0,4.90,1,0.1,.00,0.0,0.0,1,.560,.500,,Waivers,reyesfr01
642,Gerardo Reyes,29,LAA,2.0,2,0,1,4.50,4.81,0.16,-0.32,0.00,100.0,4.33,0,0.0,.04,0.0,0.0,0,.498,.500,,Free Agency,reyesge01
643,Pablo Reyes,28,MIL,1.0,1,0,0,0.00,4.99,0.34,-0.33,0.00,106.0,4.57,1,0.1,.00,0.0,0.0,1,.556,.500,,Free Agency,reyespa01
644,Matt Reynolds,31,CIN,1.1,2,0,1,6.75,4.28,-0.36,-0.28,0.00,111.3,4.85,0,0.0,.00,0.0,0.0,0,.485,.500,,Waivers,reynoma03
645,Garrett Richards,34,TEX,42.2,32,2,28,5.91,4.23,0.07,-0.25,0.00,100.2,3.92,-9,-1.0,.48,0.1,-0.4,-6,.470,.494,$4500000,Free Agency,richaga01
646,Trevor Richards,29,TOR,64.0,62,4,41,5.77,4.38,0.25,-0.26,0.00,100.7,3.90,-13,-1.4,.80,0.0,-0.8,-8,.478,.491,$1000000,Traded,richatr01
647,Ethan Roberts,24,CHC,7.2,9,0,7,8.22,4.31,0.02,-0.29,0.00,106.9,4.28,-3,-0.3,.81,0.0,-0.3,-3,.462,.498,,Amateur Draft,roberet01
648,David Robertson,37,2TM,63.2,58,0,18,2.54,4.44,-0.09,-0.30,0.26,101.2,4.55,14,1.5,1.86,0.5,2.6,20,.526,.505,$3500000,Free Agency,roberda08
649,Hansel Robles,31,BOS,24.2,26,0,19,6.93,4.50,0.05,-0.30,0.22,104.6,4.57,-6,-0.7,1.83,-0.3,-0.8,-4,.474,.496,$2250000,Free Agency,robleha01
650,Carlos Rodón*,29,SFG,178.0,31,31,59,2.98,4.33,-0.28,0.20,0.00,98.2,4.72,34,3.9,,-0.2,5.4,51,.626,.524,$21500000,Free Agency,rodonca01
651,Dereck Rodríguez,30,MIN,7.2,2,0,5,5.87,4.81,0.23,-0.32,2.88,97.1,6.94,1,0.1,1.54,0.0,0.2,2,.553,.501,,Free Agency,rodride01
652,Eduardo Rodriguez*,29,DET,91.0,17,17,49,4.85,4.34,0.18,0.20,0.00,96.9,4.23,-6,-0.6,,-0.1,0.2,2,.464,.496,$14000000,Free Agency,rodried05
653,Elvin Rodriguez,24,DET,29.2,7,5,35,10.62,4.54,0.20,0.16,0.00,95.4,4.30,-21,-1.7,1.37,-0.1,-1.5,-18,.258,.490,,Traded,rodriel02
654,Joely Rodríguez*,30,NYM,50.1,55,0,28,5.01,4.47,-0.01,-0.30,0.00,94.1,3.93,-6,-0.6,.73,-0.1,-0.2,-1,.488,.496,,Traded,rodrijo06
655,Manuel Rodríguez,25,CHC,13.2,14,0,6,3.95,4.35,0.02,-0.29,0.41,101.8,4.53,1,0.1,1.92,0.0,0.2,2,.507,.501,,Free Agency,rodrima01
656,Yerry Rodríguez,24,TEX,1.0,1,0,0,0.00,5.00,0.06,-0.33,0.00,102.0,4.69,1,0.1,1.32,0.0,0.1,1,.559,.500,,Free Agency,rodriye01
657,Josh Rogers*,27,WSN,26.1,16,3,15,5.13,4.40,-0.30,-0.03,0.00,99.2,4.63,-1,-0.2,.60,0.0,0.1,1,.490,.499,,Free Agency,rogerjo01
658,Taylor Rogers*,31,2TM,64.1,66,0,38,5.32,4.40,0.16,-0.29,0.52,95.7,4.27,-8,-0.8,1.84,-0.5,-0.7,-2,.488,.498,,Traded,rogerta01
659,Trevor Rogers*,24,MIA,107.0,23,23,69,5.80,4.44,0.11,0.20,0.00,100.0,4.53,-15,-1.5,,-0.1,-0.6,-5,.434,.491,,Amateur Draft,rogertr01
660,Tyler Rogers,31,SFG,75.2,68,0,34,4.04,4.38,-0.38,-0.29,0.00,101.0,4.51,4,0.4,1.11,-0.2,1.0,11,.506,.502,,Amateur Draft,rogerty01
661,Jordan Romano,29,TOR,64.0,63,0,18,2.53,4.30,0.24,-0.29,0.69,101.0,4.51,14,1.6,2.13,0.7,2.9,20,.525,.510,,Rule 5 returned,romanjo03
662,Jhon Romero,27,MIN,5.0,4,0,2,3.60,4.34,0.23,-0.29,0.00,104.3,3.98,0,0.0,.58,0.0,0.1,1,.506,.500,,Waivers,romerjh01
663,JoJo Romero*,25,2TM,16.1,17,0,9,4.96,4.27,0.20,-0.29,0.00,97.4,3.69,-2,-0.2,.91,0.1,0.0,-1,.487,.500,,Amateur Draft,romerjo01
664,Tommy Romero,24,2TM,8.1,4,2,12,12.96,4.38,-0.11,0.04,0.00,92.0,4.17,-8,-0.6,.24,0.0,-0.5,-7,.354,.498,,Traded,romerto01
665,Sergio Romo,39,2TM,18.0,23,0,16,8.00,4.40,0.31,-0.29,0.31,97.4,3.99,-8,-0.8,.95,-0.1,-0.7,-6,.464,.496,$2000000,Free Agency,romose01
666,Angel Rondón,24,STL,5.0,1,0,0,0.00,3.68,0.33,0.17,0.00,104.0,3.65,2,0.2,.92,0.0,0.3,2,.743,.502,,Amateur Free Agent,rondoan01
667,Kenny Rosenberg*,26,LAA,10.2,3,1,5,4.22,4.74,0.11,-0.08,0.00,95.7,4.35,0,0.0,.15,0.0,0.1,1,.507,.500,,Waivers,rosenke01
668,Bubby Rossman,30,PHI,1.0,1,0,2,18.00,4.81,-0.32,-0.32,0.00,100.0,4.81,-1,-0.1,.05,0.1,-0.1,-1,.364,.499,,Free Agency,rossmbu01
669,Michael Rucker,28,CHC,54.2,41,0,25,4.12,4.45,0.02,-0.30,0.10,102.4,4.34,1,0.1,.94,-0.2,0.5,6,.503,.501,,Rule 5 returned,ruckemi01
670,Darin Ruf,35,NYM,2.0,1,0,0,0.00,4.82,-0.01,-0.32,0.00,100.0,4.51,1,0.1,.00,-0.1,0.1,1,.614,.501,,Traded,rufda01
671,José Ruiz,27,CHW,60.2,63,0,32,4.75,4.30,-0.14,-0.29,0.18,103.1,4.47,-2,-0.2,.72,-0.1,0.3,4,.497,.499,,Waivers,ruizjo01
672,Norge Ruíz,28,OAK,19.0,14,0,16,7.58,4.56,-0.19,-0.30,0.29,94.7,4.49,-6,-0.7,.51,0.1,-0.4,-5,.452,.496,,Free Agency,ruizno01
673,Joe Ryan,26,MIN,147.0,27,27,60,3.67,4.21,0.18,0.19,0.00,99.2,4.19,9,1.0,,-0.1,2.3,21,.537,.506,,Traded,ryanjo04
674,Hyun Jin Ryu*,35,TOR,27.0,6,6,17,5.67,4.05,0.34,0.19,0.00,98.9,3.86,-5,-0.5,,0.0,-0.3,-3,.411,.497,$20000000,Free Agency,ryuhy01
675,Connor Sadzeck,30,MIL,3.0,2,0,3,9.00,4.35,0.36,-0.29,0.00,96.2,3.56,-2,-0.2,.02,0.1,-0.1,-2,.411,.499,,Free Agency,sadzeco01
676,Chris Sale*,33,BOS,5.2,2,2,3,4.76,4.48,0.05,0.21,0.00,89.4,4.14,0,0.0,,0.0,0.0,0,.480,.500,$30000000,Traded,salech01
677,Adrian Sampson,30,CHC,104.1,21,19,40,3.45,4.27,0.02,0.17,0.00,100.9,4.46,12,1.3,.10,-0.1,2.1,21,.561,.508,$100000,Free Agency,sampsad01
678,Aaron Sanchez,29,2TM,60.0,15,10,46,6.90,4.32,-0.07,0.11,0.00,100.2,4.50,-16,-1.5,.37,0.0,-0.9,-11,.402,.496,$100000,Free Agency,sanchaa01
679,Aníbal Sánchez,38,WSN,69.1,14,14,34,4.41,4.47,-0.26,0.20,0.00,93.2,4.60,1,0.1,,-0.1,0.7,8,.510,.501,,Free Agency,sanchan01
680,Cristopher Sánchez*,25,PHI,40.0,15,3,25,5.63,4.33,-0.34,-0.13,0.00,97.8,4.45,-5,-0.5,.72,0.0,-0.2,-2,.464,.497,,Traded,sanchcr01
681,Miguel Sánchez,28,MIL,13.1,12,0,7,4.73,4.61,0.34,-0.31,0.41,94.7,4.15,-1,-0.1,1.05,0.0,0.0,0,.492,.499,,Amateur Free Agent,sanchmi01
682,Yolmer Sanchez,30,BOS,1.0,1,0,1,9.00,4.81,0.10,-0.32,0.00,116.0,5.09,0,0.0,.00,0.0,0.0,0,.455,.500,,Free Agency,sanchca01
683,Phoenix Sanders,27,TBR,14.2,8,0,5,3.07,4.22,0.15,-0.28,0.00,94.0,3.56,1,0.1,.39,-0.1,0.2,2,.512,.501,,Amateur Draft,sandeph01
684,Nick Sandlin,25,CLE,44.0,46,0,13,2.66,4.19,0.44,-0.28,0.25,100.4,3.74,5,0.6,1.50,0.0,1.1,9,.513,.504,,Amateur Draft,sandlni01
685,Patrick Sandoval*,25,LAA,148.2,27,27,56,3.39,4.30,0.10,0.20,0.00,100.8,4.44,18,2.0,,-0.1,3.3,30,.576,.513,,Traded,sandopa02
686,Cole Sands,24,MIN,30.2,11,3,21,6.16,4.41,0.22,-0.04,0.00,97.6,4.05,-7,-0.7,.31,0.1,-0.4,-4,.434,.496,,Amateur Draft,sandsco01
687,Reiver Sanmartin*,26,CIN,57.0,45,4,43,6.79,4.57,-0.22,-0.16,0.30,107.4,5.29,-10,-1.0,1.07,-0.1,-0.6,-4,.478,.494,,Traded,sanmare01
688,Dennis Santana,26,TEX,58.2,63,1,39,5.98,4.29,0.06,-0.27,0.47,101.7,4.50,-9,-1.0,1.40,-0.3,-0.8,-4,.484,.494,,Traded,santade01
689,Tony Santillan,25,CIN,19.2,21,0,14,6.41,4.57,-0.21,-0.31,0.00,110.5,4.94,-3,-0.3,1.85,-0.2,-0.3,-1,.484,.498,,Amateur Draft,santito01
690,Gregory Santos,22,SFG,3.2,2,0,2,4.91,4.77,-0.39,-0.32,0.00,98.0,4.75,0,0.0,.34,0.0,0.0,0,.496,.500,,Traded,santogr01
